code,time_zone_id,country,region
BCD,Asia/Manila,Philippines,Pacific
BCF,Africa/Bangui,Central African Republic,Africa
BCV,America/Belize,Belize,Mexico/Central America
BDG,America/Denver,United States,Domestic
HIS,Australia/Lindeman,Australia,Australia/New Zealand
BFW,Africa/Algiers,Algeria,Africa
RWB,America/Anchorage,United States,Alaska
MSB,America/Marigot,Saint Martin (French part),Caribbean
MWP,Asia/Kathmandu,Nepal,Pacific
LYB,America/Cayman,Cayman Islands,Caribbean
LYC,Europe/Stockholm,Sweden,Europe
LYO,America/Chicago,United States,Domestic
LYH,America/New_York,United States,Domestic
MAA,Asia/Kolkata,India,Pacific
KFP,America/Nome,United States,Alaska
KKA,America/Anchorage,United States,Alaska
BGP,Africa/Libreville,Gabon,Africa
HCR,America/Anchorage,United States,Alaska
OCI,America/Anchorage,United States,Alaska
UQE,America/Anchorage,United States,Alaska
OHC,America/Anchorage,United States,Alaska
SCJ,America/Anchorage,United States,Alaska
CFA,America/Anchorage,United States,Alaska
KTN,America/Sitka,United States,Alaska
KAL,America/Anchorage,United States,Alaska
KYK,America/Anchorage,United States,Alaska
CWG,America/New_York,United States,Domestic
HOM,America/Anchorage,United States,Alaska
HPB,America/Nome,United States,Alaska
HSL,America/Anchorage,United States,Alaska
AKN,America/Anchorage,United States,Alaska
AKP,America/Anchorage,United States,Alaska
BDL,America/New_York,United States,Domestic
BDM,Europe/Istanbul,Türkiye,Europe
BDP,Asia/Kathmandu,Nepal,Pacific
BEA,Pacific/Port_Moresby,Papua New Guinea,Pacific
BEG,Europe/Belgrade,Serbia,Europe
BFL,America/Los_Angeles,United States,Domestic
BFN,Africa/Johannesburg,South Africa,Africa
BFS,Europe/London,United Kingdom,Europe
IAN,America/Anchorage,United States,Alaska
SHX,America/Anchorage,United States,Alaska
KPH,America/Anchorage,United States,Alaska
AAG,America/Sao_Paulo,Brazil,South America
LUR,America/Nome,United States,Alaska
OME,America/Nome,United States,Alaska
LMA,America/Anchorage,United States,Alaska
VCB,America/Anchorage,United States,Alaska
OOK,America/Anchorage,United States,Alaska
KPK,America/Anchorage,United States,Alaska
SMK,America/Anchorage,United States,Alaska
KUW,America/Anchorage,United States,Alaska
PTH,America/Anchorage,United States,Alaska
PTU,America/Anchorage,United States,Alaska
SKJ,America/Anchorage,United States,Alaska
VKW,America/Anchorage,United States,Alaska
KPC,America/Anchorage,United States,Alaska
WDB,America/Sitka,United States,Alaska
TGJ,Pacific/Noumea,New Caledonia,Pacific
CZO,America/Anchorage,United States,Alaska
MLY,America/Anchorage,United States,Alaska
MFA,Africa/Dar_es_Salaam,"Tanzania, United Republic of",Africa
MFE,America/Chicago,United States,Domestic
LYK,Asia/Makassar,Indonesia,Pacific
LYR,Arctic/Longyearbyen,Svalbard and Jan Mayen,Other International
LYU,America/Chicago,United States,Domestic
LYX,Europe/London,United Kingdom,Europe
LZA,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
ORT,America/Anchorage,United States,Alaska
OTZ,America/Nome,United States,Alaska
AAO,America/Caracas,"Venezuela, Bolivarian Republic of",South America
AAR,Europe/Copenhagen,Denmark,Europe
AAV,Asia/Manila,Philippines,Pacific
NLG,America/Anchorage,United States,Alaska
AAY,Asia/Aden,Yemen,Middle East
ACA,America/Mexico_City,Mexico,Mexico/Central America
ACH,Europe/Zurich,Switzerland,Europe
ACX,Asia/Shanghai,China,Pacific
BFV,Asia/Bangkok,Thailand,Pacific
BGA,America/Bogota,Colombia,South America
BGD,America/Chicago,United States,Domestic
LSI,Europe/London,United Kingdom,Europe
FIC,America/Juneau,United States,Alaska
RBY,America/Anchorage,United States,Alaska
XEO,America/Godthab,Greenland,Other International
PFD,America/Anchorage,United States,Alaska
ABZ,Europe/London,United Kingdom,Europe
XLF,America/Montreal,Canada,Canada
KSM,America/Anchorage,United States,Alaska
TKA,America/Anchorage,United States,Alaska
GBN,Europe/Rome,Italy,Europe
FYU,America/Anchorage,United States,Alaska
JNN,America/Godthab,Greenland,Other International
GAR,Pacific/Port_Moresby,Papua New Guinea,Pacific
TNO,America/Costa_Rica,Costa Rica,Mexico/Central America
TNZ,Asia/Hovd,Mongolia,Pacific
TOB,Africa/Tripoli,Libya,Africa
BNM,Pacific/Port_Moresby,Papua New Guinea,Pacific
BNZ,Pacific/Port_Moresby,Papua New Guinea,Pacific
BPD,Pacific/Port_Moresby,Papua New Guinea,Pacific
CPN,Pacific/Port_Moresby,Papua New Guinea,Pacific
LZU,America/New_York,United States,Domestic
MBP,America/Lima,Peru,South America
MBQ,Africa/Kampala,Uganda,Africa
MBT,Asia/Manila,Philippines,Pacific
MBX,Europe/Ljubljana,Slovenia,Europe
ACS,Asia/Krasnoyarsk,Russian Federation,Europe
ACZ,Asia/Tehran,"Iran, Islamic Republic of",Middle East
AER,Europe/Moscow,Russian Federation,Europe
AES,Europe/Oslo,Norway,Europe
AFZ,Asia/Tehran,"Iran, Islamic Republic of",Middle East
AHO,Europe/Rome,Italy,Europe
AHZ,Europe/Paris,France,Europe
AJL,Asia/Kolkata,India,Pacific
MIN,Australia/Adelaide,Australia,Australia/New Zealand
MIP,Asia/Jerusalem,Israel,Middle East
MIR,Africa/Tunis,Tunisia,Africa
MIT,America/Los_Angeles,United States,Domestic
SCC,America/Anchorage,United States,Alaska
SLQ,America/Anchorage,United States,Alaska
YCI,America/Toronto,Canada,Canada
MIW,America/Chicago,United States,Domestic
MJB,Pacific/Majuro,Marshall Islands,Pacific
YCX,America/Moncton,Canada,Canada
YDI,America/Goose_Bay,Canada,Canada
BNT,Pacific/Port_Moresby,Papua New Guinea,Pacific
BOT,Pacific/Port_Moresby,Papua New Guinea,Pacific
YJO,America/Vancouver,Canada,Canada
YAV,America/Vancouver,Canada,Canada
ELM,America/New_York,United States,Domestic
QJE,America/Godthab,Greenland,Other International
MJC,Africa/Abidjan,Côte d'Ivoire,Africa
KKD,Pacific/Port_Moresby,Papua New Guinea,Pacific
KUY,Pacific/Port_Moresby,Papua New Guinea,Pacific
KWO,Pacific/Port_Moresby,Papua New Guinea,Pacific
AKJ,Asia/Tokyo,Japan,Pacific
GEI,Pacific/Port_Moresby,Papua New Guinea,Pacific
HTI,Australia/Lindeman,Australia,Australia/New Zealand
RBH,America/Anchorage,United States,Alaska
AKL,Pacific/Auckland,New Zealand,Australia/New Zealand
MHT,America/New_York,United States,Domestic
IHU,Pacific/Port_Moresby,Papua New Guinea,Pacific
YRE,America/Pangnirtung,Canada,Canada
TQL,Asia/Yekaterinburg,Russian Federation,Europe
YSR,America/Iqaluit,Canada,Canada
BPB,Pacific/Port_Moresby,Papua New Guinea,Pacific
MJF,Europe/Oslo,Norway,Europe
YGS,America/Vancouver,Canada,Canada
BPK,Pacific/Port_Moresby,Papua New Guinea,Pacific
BTX,Australia/Brisbane,Australia,Australia/New Zealand
BUC,Australia/Brisbane,Australia,Australia/New Zealand
AKT,Asia/Nicosia,Cyprus,Europe
BDW,Australia/Perth,Australia,Australia/New Zealand
BGM,America/New_York,United States,Domestic
BGN,Asia/Srednekolymsk,Russian Federation,Europe
BGO,Europe/Oslo,Norway,Europe
BGS,America/Chicago,United States,Domestic
BGU,Africa/Bangui,Central African Republic,Africa
BGV,America/Sao_Paulo,Brazil,South America
BVI,Australia/Brisbane,Australia,Australia/New Zealand
YBI,America/Goose_Bay,Canada,Canada
MJG,America/Havana,Cuba,Caribbean
ZFL,America/Winnipeg,Canada,Canada
BLS,Australia/Brisbane,Australia,Australia/New Zealand
MJI,Africa/Tripoli,Libya,Africa
MHW,America/La_Paz,"Bolivia, Plurinational State of",South America
YIO,America/Iqaluit,Canada,Canada
MIA,America/New_York,United States,Domestic
EDA,America/Nome,United States,Alaska
GCI,Europe/Guernsey,Guernsey,Europe
AKW,Asia/Tehran,"Iran, Islamic Republic of",Middle East
TRS,Europe/Rome,Italy,Europe
LBV,Africa/Libreville,Gabon,Africa
TRV,Asia/Kolkata,India,Pacific
TRZ,Asia/Kolkata,India,Pacific
TSA,Asia/Taipei,"Taiwan, Province of China",Pacific
TSB,Africa/Windhoek,Namibia,Africa
TSC,America/Guayaquil,Ecuador,South America
TSD,Africa/Johannesburg,South Africa,Africa
TSE,Asia/Almaty,Kazakhstan,Pacific
TBG,Pacific/Port_Moresby,Papua New Guinea,Pacific
BQL,Australia/Brisbane,Australia,Australia/New Zealand
GIC,Australia/Brisbane,Australia,Australia/New Zealand
ALF,Europe/Oslo,Norway,Europe
ALH,Australia/Perth,Australia,Australia/New Zealand
ANO,Africa/Maputo,Mozambique,Africa
BEW,Africa/Maputo,Mozambique,Africa
BGW,Asia/Baghdad,Iraq,Middle East
HBH,America/Juneau,United States,Alaska
ISA,Australia/Brisbane,Australia,Australia/New Zealand
LRE,Australia/Brisbane,Australia,Australia/New Zealand
MYI,Australia/Brisbane,Australia,Australia/New Zealand
MJL,Africa/Libreville,Gabon,Africa
BKO,Africa/Bamako,Mali,Africa
MJM,Africa/Lubumbashi,"Congo, The Democratic Republic of the",Africa
MIC,America/Chicago,United States,Domestic
MID,America/Merida,Mexico,Mexico/Central America
KAH,Australia/Melbourne,Australia,Australia/New Zealand
LHG,Australia/Sydney,Australia,Australia/New Zealand
ADX,Europe/London,United Kingdom,Europe
TSX,Asia/Makassar,Indonesia,Pacific
TTB,Europe/Rome,Italy,Europe
DKL,America/Vancouver,Canada,Canada
BRZ,Africa/Abidjan,Côte d'Ivoire,Africa
BSZ,America/Anchorage,United States,Alaska
AEH,Africa/Ndjamena,Chad,Africa
ASR,Europe/Istanbul,Türkiye,Europe
AYN,Asia/Shanghai,China,Pacific
BHE,Pacific/Auckland,New Zealand,Australia/New Zealand
BHG,America/Tegucigalpa,Honduras,Mexico/Central America
BHJ,Asia/Kolkata,India,Pacific
BHM,America/Chicago,United States,Domestic
BHN,Asia/Aden,Yemen,Middle East
BHQ,Australia/Broken_Hill,Australia,Australia/New Zealand
BHT,Australia/Brisbane,Australia,Australia/New Zealand
BHU,Asia/Kolkata,India,Pacific
BVL,America/La_Paz,"Bolivia, Plurinational State of",South America
EUA,Pacific/Tongatapu,Tonga,Pacific
HIH,Australia/Brisbane,Australia,Australia/New Zealand
HZK,Atlantic/Reykjavik,Iceland,Europe
MKL,America/Chicago,United States,Domestic
BXV,Atlantic/Reykjavik,Iceland,Europe
BAC,America/Bogota,Colombia,South America
BIA,Europe/Paris,France,Europe
BID,America/New_York,United States,Domestic
BIE,America/Chicago,United States,Domestic
YHI,America/Yellowknife,Canada,Canada
BIJ,Pacific/Port_Moresby,Papua New Guinea,Pacific
YKL,America/Montreal,Canada,Canada
MKO,America/Chicago,United States,Domestic
MKW,Asia/Jayapura,Indonesia,Pacific
BIU,Atlantic/Reykjavik,Iceland,Europe
YKG,America/Montreal,Canada,Canada
MKY,Australia/Brisbane,Australia,Australia/New Zealand
SDO,Asia/Tokyo,Japan,Pacific
YAT,America/Toronto,Canada,Canada
KZH,America/Anchorage,United States,Alaska
YHK,America/Cambridge_Bay,Canada,Canada
BJF,Europe/Oslo,Norway,Europe
BJI,America/Chicago,United States,Domestic
CVA,America/New_York,United States,Domestic
CZH,America/Belize,Belize,Mexico/Central America
FMC,America/Anchorage,United States,Alaska
HSC,Asia/Shanghai,China,Pacific
YGY,America/Montreal,Canada,Canada
LCS,America/Costa_Rica,Costa Rica,Mexico/Central America
LGZ,America/Bogota,Colombia,South America
MLI,America/Chicago,United States,Domestic
MLN,Africa/Ceuta,Spain,Europe
QPW,America/Godthab,Greenland,Other International
YLS,America/Montreal,Canada,Canada
OUI,Asia/Vientiane,Lao People's Democratic Republic,Pacific
JPU,Europe/Paris,France,Europe
JWH,America/Chicago,United States,Domestic
PCE,America/Anchorage,United States,Alaska
PFA,America/Anchorage,United States,Alaska
MLO,Europe/Athens,Greece,Europe
EPI,Pacific/Efate,Vanuatu,Pacific
MLP,Asia/Manila,Philippines,Pacific
MNJ,Indian/Antananarivo,Madagascar,Africa
MNL,Asia/Manila,Philippines,Pacific
MJQ,America/Chicago,United States,Domestic
FTL,America/Nome,United States,Alaska
BAG,Asia/Manila,Philippines,Pacific
BAH,Asia/Bahrain,Bahrain,Middle East
BAV,Asia/Chongqing,China,Pacific
BAX,Asia/Omsk,Russian Federation,Europe
BBR,America/Guadeloupe,Guadeloupe,Caribbean
BBS,Europe/London,United Kingdom,Europe
BJL,Africa/Banjul,Gambia,Africa
BJN,Africa/Maputo,Mozambique,Africa
BJQ,Asia/Muscat,Oman,Middle East
BJT,Asia/Colombo,Sri Lanka,Pacific
BJV,Europe/Istanbul,Türkiye,Europe
YTC,America/Vancouver,Canada,Canada
YMP,America/Vancouver,Canada,Canada
CCD,America/Los_Angeles,United States,Domestic
NES,America/New_York,United States,Domestic
MST,Europe/Amsterdam,Netherlands,Europe
YND,America/Toronto,Canada,Canada
MSV,America/New_York,United States,Domestic
DJG,Africa/Algiers,Algeria,Africa
AAL,Europe/Copenhagen,Denmark,Europe
ALT,America/Santarem,Brazil,South America
YNP,America/Goose_Bay,Canada,Canada
AYU,Pacific/Port_Moresby,Papua New Guinea,Pacific
MSY,America/Chicago,United States,Domestic
YNC,America/Montreal,Canada,Canada
YXY,America/Whitehorse,Canada,Canada
POQ,America/Anchorage,United States,Alaska
RLU,America/Anchorage,United States,Alaska
MTH,America/New_York,United States,Domestic
EPT,Pacific/Port_Moresby,Papua New Guinea,Pacific
MTJ,America/Denver,United States,Domestic
EXI,America/Juneau,United States,Alaska
SOI,Australia/Brisbane,Australia,Australia/New Zealand
PTR,America/Anchorage,United States,Alaska
FNK,America/Anchorage,United States,Alaska
BAS,Pacific/Guadalcanal,Solomon Islands,Pacific
BMT,America/Chicago,United States,Domestic
BMV,Asia/Ho_Chi_Minh,Viet Nam,Pacific
BMY,Pacific/Noumea,New Caledonia,Pacific
BNA,America/Chicago,United States,Domestic
BND,Asia/Tehran,"Iran, Islamic Republic of",Middle East
BQI,Africa/Windhoek,Namibia,Africa
FXM,America/Anchorage,United States,Alaska
GTB,Asia/Kuala_Lumpur,Malaysia,Pacific
HEX,America/Santo_Domingo,Dominican Republic,Caribbean
RXA,Asia/Aden,Yemen,Middle East
HGT,America/Los_Angeles,United States,Domestic
KGE,Pacific/Guadalcanal,Solomon Islands,Pacific
NBO,Africa/Nairobi,Kenya,Africa
YPL,America/Atikokan,Canada,Canada
YPX,America/Montreal,Canada,Canada
NMF,Indian/Maldives,Maldives,Pacific
QUP,America/Godthab,Greenland,Other International
VIK,America/Anchorage,United States,Alaska
WBI,America/Denver,United States,Domestic
YPM,America/Winnipeg,Canada,Canada
YCP,America/Winnipeg,Canada,Canada
NBS,Asia/Shanghai,China,Pacific
NCE,Europe/Paris,France,Europe
NEU,Asia/Vientiane,Lao People's Democratic Republic,Pacific
KOI,Europe/London,United Kingdom,Europe
MDA,America/Chicago,United States,Domestic
MJR,America/Argentina/Buenos_Aires,Argentina,South America
XBE,America/Winnipeg,Canada,Canada
JSO,Europe/Stockholm,Sweden,Europe
BDS,Europe/Rome,Italy,Europe
BDU,Europe/Oslo,Norway,Europe
BEB,Europe/London,United Kingdom,Europe
YTK,America/Montreal,Canada,Canada
BED,America/New_York,United States,Domestic
BEF,America/Managua,Nicaragua,Mexico/Central America
BQN,America/Puerto_Rico,Puerto Rico,Caribbean
BQQ,America/Bahia,Brazil,South America
BQV,America/Juneau,United States,Alaska
BRV,Europe/Berlin,Germany,Europe
BTN,America/New_York,United States,Domestic
BTP,America/New_York,United States,Domestic
BVA,Europe/Paris,France,Europe
BVB,America/Boa_Vista,Brazil,South America
BVE,Europe/Paris,France,Europe
BVR,Atlantic/Cape_Verde,Cabo Verde,Africa
FLE,America/New_York,United States,Domestic
GAF,Africa/Tunis,Tunisia,Africa
GEK,America/Anchorage,United States,Alaska
GFB,America/Anchorage,United States,Alaska
GLQ,America/Anchorage,United States,Alaska
JCH,America/Godthab,Greenland,Other International
JCJ,Asia/Seoul,"Korea, Republic of",Pacific
YLF,America/Montreal,Canada,Canada
YSG,America/Yellowknife,Canada,Canada
CEL,America/Nassau,Bahamas,Caribbean
YSE,America/Vancouver,Canada,Canada
YRT,America/Rankin_Inlet,Canada,Canada
WLB,America/Sitka,United States,Alaska
KNV,America/Vancouver,Canada,Canada
MIK,Europe/Helsinki,Finland,Europe
YDX,America/Vancouver,Canada,Canada
YTN,America/Montreal,Canada,Canada
AAM,Africa/Johannesburg,South Africa,Africa
BGR,America/New_York,United States,Domestic
BWA,Asia/Kathmandu,Nepal,Pacific
BWL,America/Chicago,United States,Domestic
BWM,America/Boise,United States,Domestic
BWW,America/Havana,Cuba,Caribbean
BXA,America/Chicago,United States,Domestic
BXC,America/New_York,United States,Domestic
BXG,Australia/Melbourne,Australia,Australia/New Zealand
BXH,Asia/Almaty,Kazakhstan,Pacific
BXI,Africa/Abidjan,Côte d'Ivoire,Africa
BXJ,Asia/Almaty,Kazakhstan,Pacific
FGL,Pacific/Auckland,New Zealand,Australia/New Zealand
MIM,Australia/Sydney,Australia,Australia/New Zealand
MJD,Asia/Karachi,Pakistan,Pacific
NTQ,Asia/Tokyo,Japan,Pacific
APR,Pacific/Port_Moresby,Papua New Guinea,Pacific
KPF,Pacific/Port_Moresby,Papua New Guinea,Pacific
WHH,America/Denver,United States,Domestic
MJN,Indian/Antananarivo,Madagascar,Africa
MLF,America/Denver,United States,Domestic
DCP,America/Vancouver,Canada,Canada
MLJ,America/New_York,United States,Domestic
XKS,America/Winnipeg,Canada,Canada
DGG,Pacific/Port_Moresby,Papua New Guinea,Pacific
CUW,America/Juneau,United States,Alaska
BKU,Indian/Antananarivo,Madagascar,Africa
BXK,America/Phoenix,United States,Domestic
BXS,America/Los_Angeles,United States,Domestic
BXT,Asia/Makassar,Indonesia,Pacific
BXX,Africa/Mogadishu,Somalia,Africa
BXY,Asia/Qyzylorda,Kazakhstan,Pacific
BYA,America/Anchorage,United States,Alaska
BYB,Asia/Muscat,Oman,Middle East
BYD,Asia/Aden,Yemen,Middle East
BYF,Europe/Paris,France,Europe
BYG,America/Denver,United States,Domestic
BYI,America/Boise,United States,Domestic
BZT,America/Phoenix,United States,Domestic
BZY,Europe/Chisinau,"Moldova, Republic of",Europe
CAA,America/Tegucigalpa,Honduras,Mexico/Central America
KPG,America/Guyana,Guyana,South America
KRX,Pacific/Port_Moresby,Papua New Guinea,Pacific
KUQ,Pacific/Port_Moresby,Papua New Guinea,Pacific
EHT,America/New_York,United States,Domestic
JNS,America/Godthab,Greenland,Other International
FAG,Atlantic/Reykjavik,Iceland,Europe
SWB,Australia/Perth,Australia,Australia/New Zealand
BKG,America/Chicago,United States,Domestic
KHW,Africa/Gaborone,Botswana,Africa
BBK,Africa/Gaborone,Botswana,Africa
BJY,Europe/Belgrade,Serbia,Europe
BKI,Asia/Kuching,Malaysia,Pacific
BKL,America/New_York,United States,Domestic
BBZ,Africa/Lusaka,Zambia,Africa
BJX,America/Mexico_City,Mexico,Mexico/Central America
BKN,Asia/Ashgabat,Turkmenistan,Pacific
BMI,America/Chicago,United States,Domestic
BMO,Asia/Rangoon,Myanmar,Pacific
CAB,Africa/Luanda,Angola,Africa
MLK,America/Denver,United States,Domestic
MLM,America/Mexico_City,Mexico,Mexico/Central America
MLR,Australia/Adelaide,Australia,Australia/New Zealand
GUE,Pacific/Port_Moresby,Papua New Guinea,Pacific
MLS,America/Denver,United States,Domestic
MMR,America/Chicago,United States,Domestic
MMT,America/New_York,United States,Domestic
NNI,Africa/Windhoek,Namibia,Africa
KWR,Pacific/Guadalcanal,Solomon Islands,Pacific
CAC,America/Sao_Paulo,Brazil,South America
CAF,America/Manaus,Brazil,South America
YXF,America/Whitehorse,Canada,Canada
YDW,America/Yellowknife,Canada,Canada
RSP,America/Anchorage,United States,Alaska
WHD,America/Sitka,United States,Alaska
MNR,Africa/Lusaka,Zambia,Africa
MMV,Pacific/Port_Moresby,Papua New Guinea,Pacific
ZBU,Europe/Copenhagen,Denmark,Europe
YSZ,America/Vancouver,Canada,Canada
MMW,Africa/Maputo,Mozambique,Africa
CAM,America/La_Paz,"Bolivia, Plurinational State of",South America
GUN,America/Chicago,United States,Domestic
CAO,America/Denver,United States,Domestic
CAQ,America/Bogota,Colombia,South America
CAR,America/New_York,United States,Domestic
CAS,Africa/Casablanca,Morocco,Africa
CAU,America/Recife,Brazil,South America
CAW,America/Sao_Paulo,Brazil,South America
CBB,America/La_Paz,"Bolivia, Plurinational State of",South America
CBF,America/Chicago,United States,Domestic
CBG,Europe/London,United Kingdom,Europe
CBH,Africa/Algiers,Algeria,Africa
CBK,America/Chicago,United States,Domestic
IIN,Asia/Tokyo,Japan,Pacific
CBL,America/Caracas,"Venezuela, Bolivarian Republic of",South America
XKO,America/Vancouver,Canada,Canada
CBN,Asia/Jakarta,Indonesia,Pacific
KNY,America/Regina,Canada,Canada
CBS,America/Caracas,"Venezuela, Bolivarian Republic of",South America
CCC,America/Havana,Cuba,Caribbean
CCF,Europe/Paris,France,Europe
CCH,America/Santiago,Chile,South America
MNS,Africa/Lusaka,Zambia,Africa
CCI,America/Sao_Paulo,Brazil,South America
CCK,Indian/Cocos,Cocos (Keeling) Islands,Other International
YDA,America/Dawson,Canada,Canada
ZQW,Europe/Berlin,Germany,Europe
JRB,America/New_York,United States,Domestic
WLN,America/Sitka,United States,Alaska
RAB,Pacific/Port_Moresby,Papua New Guinea,Pacific
RRS,Europe/Oslo,Norway,Europe
WRH,America/Anchorage,United States,Alaska
